participant,condition,run,trial_repeat,class_id,true_label,global_trial_index,max_abs,max_ptp,reject_max_abs,reject_max_ptp,reject_trial
1,normal,5,0,26,26,282,44.85346370421869,69.07608942327474,False,False,False
1,normal,5,0,27,27,283,33.84378899042663,50.294072178624035,False,False,False
1,normal,5,0,28,28,284,41.53497077952622,61.63957590339368,False,False,False
1,normal,5,0,29,29,285,51.30466454824929,91.37248762737622,False,False,False
1,normal,5,0,30,30,286,33.29889118104763,54.22708328532735,False,False,False
1,normal,5,0,31,31,287,26.924132679672145,49.3838635437838,False,False,False
1,normal,5,1,0,0,288,31.00069134110539,49.74862787774387,False,False,False
1,normal,5,1,1,1,289,32.7065175524266,50.25149334885829,False,False,False
1,normal,5,1,2,2,290,29.442307822194778,57.796398260691,False,False,False
1,normal,5,1,3,3,291,42.54455574536901,74.3292914893505,False,False,False
1,normal,5,1,4,4,292,31.63074476086962,51.35151894516407,False,False,False
1,normal,5,1,5,5,293,34.5854464903995,48.45512599557703,False,False,False
1,normal,5,1,6,6,294,37.22289977664995,55.948709942012606,False,False,False
1,normal,5,1,7,7,295,32.82385911714516,61.244854361456916,False,False,False
1,normal,5,1,8,8,296,26.174787339057648,45.11720383051646,False,False,False
1,normal,5,1,9,9,297,34.11860277001328,59.52409057132277,False,False,False
1,normal,5,1,10,10,298,23.930170946046765,44.632759027648035,False,False,False
1,normal,5,1,11,11,299,24.98245343315316,42.936710521836105,False,False,False
1,normal,5,1,12,12,300,33.28644174109907,57.39646833819661,False,False,False
1,normal,5,1,13,13,301,21.6967630719379,40.12981929933815,False,False,False
1,normal,5,1,14,14,302,23.039048120608925,44.72865860901658,False,False,False
1,normal,5,1,15,15,303,33.20335851625472,62.00570535227975,False,False,False
1,normal,5,1,16,16,304,33.69420144020235,55.496739426582394,False,False,False
1,normal,5,1,17,17,305,33.18075922402649,41.456636160074986,False,False,False
1,normal,5,1,18,18,306,26.051133668344153,40.55185804928857,False,False,False
1,normal,5,1,19,19,307,27.07582037157934,49.3735027293827,False,False,False
1,normal,5,1,20,20,308,26.059056420114956,48.93030570549546,False,False,False
1,normal,5,1,21,21,309,34.46523473686551,59.20735335049034,False,False,False
1,normal,5,1,22,22,310,32.552360017998694,49.88392533174311,False,False,False
1,normal,5,1,23,23,311,24.63638713755631,46.50157423253172,False,False,False
1,normal,5,1,24,24,312,32.80964600934729,59.03857065262262,False,False,False
1,normal,5,1,25,25,313,35.10672375623614,63.407996327517665,False,False,False
1,normal,5,1,26,26,314,38.62374398331921,59.04013240173686,False,False,False
1,normal,5,1,27,27,315,36.54538753700161,54.229653956419305,False,False,False
1,normal,5,1,28,28,316,23.589590315535315,43.92549911232243,False,False,False
1,normal,5,1,29,29,317,25.413328894517456,41.98321187443722,False,False,False
1,normal,5,1,30,30,318,27.2046141833178,42.42234201807926,False,False,False
1,normal,5,1,31,31,319,25.814772779031134,45.584707642006194,False,False,False
1,red_green,1,0,0,0,320,157.9861926637671,180.2241342568791,True,False,True
1,red_green,1,0,1,1,321,89.96606119354813,115.13445752145583,False,False,False
1,red_green,1,0,2,2,322,59.89013385162201,87.96727578463353,False,False,False
1,red_green,1,0,3,3,323,67.98417446042008,92.34777110652428,False,False,False
1,red_green,1,0,4,4,324,116.55942108651105,143.46810227913286,False,False,False
1,red_green,1,0,5,5,325,188.22132597470778,207.6332647626086,True,True,True
1,red_green,1,0,6,6,326,157.04873334502884,175.7351328805492,True,False,True
1,red_green,1,0,7,7,327,177.93913480887477,204.28181863916626,True,True,True
1,red_green,1,0,8,8,328,54.02867983980579,77.78449663179356,False,False,False
1,red_green,1,0,9,9,329,164.845194286821,182.20437655547934,True,False,True
1,red_green,1,0,10,10,330,161.3666155698535,180.86080521465635,True,False,True
1,red_green,1,0,11,11,331,73.71672469254464,97.75637242642674,False,False,False
1,red_green,1,0,12,12,332,63.46733458378127,82.91610433689607,False,False,False
1,red_green,1,0,13,13,333,170.71020241573925,193.9969790002785,True,False,True
1,red_green,1,0,14,14,334,176.73962868551658,203.1340684503928,True,True,True
1,red_green,1,0,15,15,335,164.52156357118292,187.62384063234396,True,False,True
1,red_green,1,0,16,16,336,94.38077567048705,110.83688201541726,False,False,False
1,red_green,1,0,17,17,337,132.84644080723277,148.63777030997278,True,False,True
1,red_green,1,0,18,18,338,53.04456775317855,75.65854492699526,False,False,False
1,red_green,1,0,19,19,339,163.0159651276782,183.63349381756154,True,False,True
1,red_green,1,0,20,20,340,184.41541033533105,204.72409524065353,True,True,True
1,red_green,1,0,21,21,341,110.693550203576,145.73162632698364,False,False,False
1,red_green,1,0,22,22,342,111.62636411374548,131.94882189768822,False,False,False
1,red_green,1,0,23,23,343,178.014134628279,200.428522947332,True,True,True
1,red_green,1,0,24,24,344,170.2017869635805,212.0679509250182,True,True,True
1,red_green,1,0,25,25,345,164.78551918325957,187.4943438443442,True,False,True
1,red_green,1,0,26,26,346,141.93404480908114,175.24404589553185,True,False,True
1,red_green,1,0,27,27,347,91.16210629387976,115.74620624844712,False,False,False
1,red_green,1,0,28,28,348,148.73639242610037,179.39117460292647,True,False,True
1,red_green,1,0,29,29,349,41.38445234617934,60.168095299118725,False,False,False
1,red_green,1,0,30,30,350,138.99892614567625,167.0454871880884,True,False,True
1,red_green,1,0,31,31,351,72.20035429085493,96.59977871487715,False,False,False
1,red_green,1,1,0,0,352,47.479412662199714,71.71626479044333,False,False,False
1,red_green,1,1,1,1,353,123.34037272208344,140.75473823634127,True,False,True
1,red_green,1,1,2,2,354,154.3120382091447,174.48333819976293,True,False,True
1,red_green,1,1,3,3,355,185.76561952132406,204.02518859550872,True,True,True
1,red_green,1,1,4,4,356,51.63856489618258,69.4067339679045,False,False,False
1,red_green,1,1,5,5,357,47.21659354806167,70.45874807816548,False,False,False
1,red_green,1,1,6,6,358,181.71889151472016,210.7702444945079,True,True,True
1,red_green,1,1,7,7,359,87.04153040346802,118.78429224334067,False,False,False
1,red_green,1,1,8,8,360,127.90207479515843,155.9903843854107,True,False,True
1,red_green,1,1,9,9,361,112.57695726718616,150.29552251392812,False,False,False
1,red_green,1,1,10,10,362,129.55990977343387,152.04696900019616,True,False,True
1,red_green,1,1,11,11,363,128.05578367522327,154.6726840890797,True,False,True
1,red_green,1,1,12,12,364,124.19218807886126,159.46178151362722,True,False,True
1,red_green,1,1,13,13,365,149.3230751917988,172.58259275700823,True,False,True
1,red_green,1,1,14,14,366,42.20499365528654,55.42766374972251,False,False,False
1,red_green,1,1,15,15,367,193.7911038507995,222.55745404917502,True,True,True
1,red_green,1,1,16,16,368,164.10101047450715,183.48175734172958,True,False,True
1,red_green,1,1,17,17,369,226.72104115914289,206.41353235956174,True,True,True
1,red_green,1,1,18,18,370,145.37793964666446,175.02981235560208,True,False,True
1,red_green,1,1,19,19,371,164.01012026106142,183.87679231564692,True,False,True
1,red_green,1,1,20,20,372,100.1482394538439,157.57026791327544,False,False,False
1,red_green,1,1,21,21,373,182.1925135933498,214.1803820232215,True,True,True
1,red_green,1,1,22,22,374,158.15134569575588,182.3617784278253,True,False,True
1,red_green,1,1,23,23,375,74.38066075205295,102.16034842651085,False,False,False
1,red_green,1,1,24,24,376,183.35505157969357,210.63333607758673,True,True,True
1,red_green,1,1,25,25,377,37.79386237647898,63.977310575405134,False,False,False
1,red_green,1,1,26,26,378,59.5227010963226,85.92568660993385,False,False,False
1,red_green,1,1,27,27,379,154.32440062448282,176.53521401414352,True,False,True
1,red_green,1,1,28,28,380,75.2632377546916,95.74474998585518,False,False,False
1,red_green,1,1,29,29,381,91.98404027559414,122.74411895613908,False,False,False
1,red_green,1,1,30,30,382,94.65248595044741,120.04841089020343,False,False,False
1,red_green,1,1,31,31,383,24.08871635172634,43.650554594194894,False,False,False
1,red_green,2,0,0,0,384,55.80355417726926,96.91646236223204,False,False,False
1,red_green,2,0,1,1,385,61.23286120554812,81.58535479181177,False,False,False
1,red_green,2,0,2,2,386,46.3217973731481,70.29997920521103,False,False,False
1,red_green,2,0,3,3,387,49.157792560588724,69.0920019619794,False,False,False
1,red_green,2,0,4,4,388,44.208193562578245,78.45927721788559,False,False,False
1,red_green,2,0,5,5,389,31.67879459720747,62.90314039980399,False,False,False
1,red_green,2,0,6,6,390,30.461277643447346,52.6408412124929,False,False,False
1,red_green,2,0,7,7,391,35.9650664231633,62.72808994584058,False,False,False
1,red_green,2,0,8,8,392,30.4901309181663,57.07698347626212,False,False,False
1,red_green,2,0,9,9,393,50.079992960045935,79.87061978631613,False,False,False
1,red_green,2,0,10,10,394,47.28110437088611,68.81130673662138,False,False,False
1,red_green,2,0,11,11,395,36.86409249183056,60.61116082209311,False,False,False
1,red_green,2,0,12,12,396,26.30005247068096,43.249688309977195,False,False,False
1,red_green,2,0,13,13,397,35.98640985598131,56.43407681052132,False,False,False
1,red_green,2,0,14,14,398,33.38630810587463,59.43152444007695,False,False,False
1,red_green,2,0,15,15,399,33.50845597530357,60.73550087062041,False,False,False
1,red_green,2,0,16,16,400,32.94014057092719,54.78262976857795,False,False,False
1,red_green,2,0,17,17,401,32.92860749933844,49.550034119680916,False,False,False
1,red_green,2,0,18,18,402,26.532078123035582,47.000574987528985,False,False,False
1,red_green,2,0,19,19,403,45.25706904406641,72.70579416499281,False,False,False
1,red_green,2,0,20,20,404,29.202197926541636,47.75356483569371,False,False,False
1,red_green,2,0,21,21,405,26.793098468183743,48.244476278280445,False,False,False
1,red_green,2,0,22,22,406,34.810188876412155,51.215652512470115,False,False,False
1,red_green,2,0,23,23,407,68.87299339450912,128.88713358769445,False,False,False
1,red_green,2,0,24,24,408,35.981971089709134,65.73140955898023,False,False,False
1,red_green,2,0,25,25,409,36.31575575896457,60.44037677851255,False,False,False
1,red_green,2,0,26,26,410,41.456505799943365,73.62797456144676,False,False,False
1,red_green,2,0,27,27,411,44.874648524016216,77.76302537676017,False,False,False
1,red_green,2,0,28,28,412,50.13079365917991,95.29632721570827,False,False,False
1,red_green,2,0,29,29,413,37.45003300341628,54.75125383298172,False,False,False
1,red_green,2,0,30,30,414,32.43981410504299,54.535365660051696,False,False,False
